index,Instrument,Company Common Name,Company Market Cap,TRBC Economic Sector Name,Book Value Per Share,Enterprise Value To EBITDA (Daily Time Series Ratio),Revenue,Net Income Incl Extra Before Distributions,Free Cash Flow,Dividend yield
27,GNE.N,Genie Energy Ltd,386826328.4,Utilities,7.089078205,141.217847930506,425202000,12588000,-148000.0,2.05479452054795
28,UCTT.OQ,Ultra Clean Holdings Inc,2513990804.32,Technology,19.4565701559,20.263206521534,2097600000,23700000,47100000.0,
29,RVMD.OQ,Revolution Medicines Inc,18618630419.55,Healthcare,13.5044441717,,0,-600093000,-602742000.0,
30,TYL.N,Tyler Technologies Inc,13077847648.32,Technology,85.9215454229,25.3348745638904,2332340000,315603000,421168000.0,
31,SRCE.OQ,1st Source Corp,1717284698.46,Financials,45.3568417894,8.87829264669467,,132623000,94166000.0,2.2704697034199
32,PDLB.OQ,Ponce Financial Group Inc,399208216.04,Financials,23.8082970233,20.6273491478237,,28703000,,
33,PINE.N,Alpine Income Property Trust Inc,309768424.22,Real Estate,19.5328873674,15.5737114749166,60532000,-2657000,-102899000.0,5.62591329761325
34,FITB.OQ,Fifth Third Bancorp,47576561119.86,Financials,32.5141437423,17.4357484459446,,2522000000,,3.0268634127885
35,EXPO.OQ,Exponent Inc,3331967824.54,Industrials,7.6681793179,23.9473151962732,582014000,106009000,,1.85656535409492
36,HUBS.N,HubSpot Inc,12860779703.6,Technology,39.3907921075,71.9281150103473,3131266000,45911000,26348000.0,
37,LBRDA.OQ,Liberty Broadband Corp,7975138297.9,Consumer Cyclicals,39.8461538462,56.0462403289772,,-2676000000,,
38,ULTA.OQ,Ulta Beauty Inc,30317108344.8,Consumer Cyclicals,52.711525833,16.4742542507668,11295654000,1201118000,1093702000.0,
39,WAB.N,Westinghouse Air Brake Technologies Corp,43775297047.16,Industrials,65.348973607,20.6456851029154,11167000000,1170000000,1251000000.0,0.484261501210654
40,MKC.N,McCormick & Company Inc,19196738915.0,Consumer Non-Cyclicals,21.364990689,17.4517006828642,6840300000,789400000,243700000.0,2.68569030633655
41,SNBR.OQ,Sleep Number Corp,214681800.0,Consumer Cyclicals,-19.9763779528,9.86903564671911,1682296000,-20334000,22512000.0,
42,HRTX.OQ,Heron Therapeutics Inc,210866900.3,Healthcare,-0.220736115,67.9921212794613,144285000,-13580000,-12786000.0,
43,CARR.N,Carrier Global Corp,54664189882.8,Industrials,16.1942749883,18.956198049027,21747000000,1484000000,1661000000.0,1.46788990825688
44,AJG.N,Arthur J. Gallagher & Co.,53566647200.0,Financials,91.0443099746,14.539960106205,13942000000,1494000000,,1.3432477812425
45,PEBO.OQ,Peoples Bancorp Inc,1198578083.04,Financials,34.4993598215,10.9474506834295,,106778000,,4.88676996424315
46,LXFR.N,Luxfer Holdings PLC,417389986.2,Industrials,8.1888104662,9.73640227408993,391900000,18400000,3700000.0,3.32906530089629
47,PEGA.OQ,Pegasystems Inc,7412566946.6,Technology,4.6104448947,23.4385299242843,1745812000,393437000,377210000.0,0.273660205245154
48,DOV.N,Dover Corp,31768801043.49,Industrials,54.0782561069,17.7279384770348,8092571000,1093956000,973736000.0,0.897983853559556
49,TDAY.N,USA TODAY Co Inc,876768150.0,Consumer Cyclicals,1.0745389991,7.44581655152139,2509315000,-26354000,80379000.0,
0,JILL.N,JJill Inc,247287175.08,Consumer Cyclicals,7.0719308486,3.09779938286042,610857000,39483000,40129000.0,1.9559902200489
1,NFLX.OQ,Netflix Inc,324557604470.5,Technology,6.2631869259,10.9685642057495,45183036000,10981201000,27048536000.0,
2,ONTO.N,Onto Innovation Inc,10786106635.59,Technology,39.0305007803,36.0343744300666,987321000,201670000,232076000.0,
3,RUM.OQ,Rumble Inc,2020864965.88,Technology,-0.3092363559,,95488190,-338362780,-331915740.0,
4,AAOI.OQ,Applied Optoelectronics Inc,3035723820.48,Technology,5.5155877609,,249365000,-186733000,-209996000.0,
5,BUR.N,Burford Capital Ltd,2055403075.15934,Financials,11.0359517121,13.6791929570519,546087000,146484000,,1.33120340788072
6,ETN.N,Eaton Corporation PLC,153831600000.0,Industrials,49.8204667864,25.6238364779874,27448000000,4088000000,,1.06872190109184
7,MEDP.OQ,Medpace Holdings Inc,12148040562.49,Healthcare,15.9145462109,20.6923103306936,2530234000,451123000,447891000.0,
8,NATR.OQ,Nature's Sunshine Products Inc,470805600.33,Consumer Non-Cyclicals,8.3429845294,9.89940052240935,454364000,7696000,11140000.0,
9,CPSS.OQ,Consumer Portfolio Services Inc,189259219.45,Financials,13.75023483,205.96235726615,372506000,19203000,19632000.0,
10,MUSA.N,Murphy USA Inc,7564546793.35,Energy,32.300678651,9.58879802007893,19384000000,470600000,266300000.0,0.618480795189594
11,SEB.A,Seaboard Corp,5147117910.42,Consumer Non-Cyclicals,5406.0221344038,9.81888314258529,9746000000,496000000,248000000.0,0.167475199714176
12,LFVN.OQ,LifeVantage Corp,64350595.77,Healthcare,2.8276059097,4.56318724370315,228530000,9805000,9567000.0,3.57852882703777
13,MCHB.OQ,Mechanics Bancorp,3555619580.17,Financials,13.7200654642,8.50613497062534,,265739000,,5.46519193233572
14,CDZI.OQ,Cadiz Inc,408070487.89,Utilities,0.4932822055,,9608000,-31140000,-41072000.0,
15,ADT.N,ADT Inc,6344963576.64,Technology,4.2171800556,5.23217245109319,4898446000,501053000,507162000.0,2.84237726098191
16,SOLV.N,Solventum Corp,13103962931.35,Healthcare,17.084295612,13.4841291075142,8254000000,478000000,653000000.0,
17,GOCO.OQ,Gohealth Inc,51398060.0,Financials,29.5391783567,7.69290231328486,798894000,-2928000,81181000.0,
18,ARE.N,Alexandria Real Estate Equities Inc,9096535948.89,Real Estate,90.8363719636,12.3215284917098,3038949000,-1429570000,-2648622000.0,8.9159839969518
19,PHIN.N,Phinia Inc,2871694369.88,Consumer Cyclicals,40.3816793893,6.85569757850394,3483000000,130000000,121000000.0,1.584367573277
20,NPO.N,Enpro Inc,5743149697.27,Industrials,68.0285714286,22.1324915835892,1048700000,72900000,115000000.0,0.469500788614606
21,ROL.N,Rollins Inc,27932214351.26,Industrials,2.8388903234,32.5199065534345,3761050000,526705000,295518000.0,1.25732001377885
22,PLAY.OQ,Dave & Buster's Entertainment Inc,515001935.25,Consumer Cyclicals,3.7317635014,4.77628719555302,2132700000,58300000,-233700000.0,
23,MAR.OQ,Marriott International Inc,93775383815.06,Consumer Cyclicals,-13.8182484427,25.1887370898575,26186000000,2601000000,1492000000.0,0.757297465314081
24,FBIN.N,Fortune Brands Innovations Inc,6165500532.56,Consumer Cyclicals,19.7079207921,9.66960564689182,4463200000,298800000,260800000.0,2.02650038971161
25,LPG.N,Dorian LPG Ltd,1430217686.38,Energy,24.8277940062,8.02503285203994,353341480,90170480,-20915610.0,
26,AREN.A,Arena Group Holdings Inc,160339494.45,Technology,-3.6762816005,4.92917466441674,125907000,-100710000,-3150000.0,
27,DBI.N,Designer Brands Inc,356883501.48,Consumer Cyclicals,5.1902081741,8.43823540130874,3009262000,-10549000,-7497000.0,2.78164116828929
28,HLMN.OQ,Hillman Solutions Corp,1984733758.28,Industrials,6.0291828992,10.3235199758072,1472595000,17255000,62076000.0,
29,FCF.N,First Commonwealth Financial Corp,1889184963.27,Financials,15.0146250927,10.0838770214711,,152302000,,2.93957539466521
30,PLSE.OQ,Pulse Biosciences Inc,1559331969.78,Healthcare,1.9668824275,,0,-53585000,-52532000.0,
31,KURA.OQ,Kura Oncology Inc,723115574.58,Healthcare,4.8007799352,,53883000,-173983000,-173607000.0,
32,GEFb.N,Greif Inc,3802041295.82,Basic Materials,61.4957805907,7.7366312140345,3933100000,840000000,28300000.0,3.76161341491049
33,CHMG.OQ,Chemung Financial Corp,285846960.0,Financials,,18.647454161782,,15104000,,2.28802153432032
34,SRTA.OQ,Strata Critical Medical Inc,396422354.34,Technology,2.8637375609,,248693000,-27307000,-54339000.0,
35,NGS.N,Natural Gas Services Group Inc,466432509.87,Energy,20.5492265549,9.06897561915903,156742000,17227000,-23320000.0,1.18566424144436
36,CVS.N,CVS Health Corp,99843124224.24,Healthcare,59.363851618,9.04240555665276,402067000000,1768000000,105000000.0,3.38939857288481
37,NVR.N,NVR Inc,20973957636.8,Consumer Cyclicals,1332.7134482759,10.5771230955592,10443294000,1339816000,1339818000.0,
38,NPB.N,Northpointe Bancshares Inc,606751500.44,Financials,17.0204200054,1.73351878557684,,83409000,,0.568504832291075
39,PRTH.OQ,Priority Technology Holdings Inc,441287751.52,Technology,-2.1391663354,7.01419178474903,879702000,23376000,-75668000.0,
40,FWONA.OQ,Formula One Group,21203018034.88,Consumer Cyclicals,29.639791878,29.686656722212,3653000000,-30000000,247000000.0,
41,GSM.OQ,Ferroglobe PLC,989186251.68,Basic Materials,3.8295375393,39.3913431654725,1643939000,23538000,7316000.0,1.06060606060606
42,EGHT.OQ,8x8 Inc,374766361.5,Technology,0.9417186188,12.7100807925875,715070000,-27212000,-1459000.0,
43,CLH.N,Clean Harbors Inc,14630705059.7,Industrials,47.7445920374,14.9926212898623,5889952000,402299000,361373000.0,
44,FCAP.OQ,First Capital Inc,174813081.94,Financials,,10.3460072350694,,16367000,,2.3745691306013
45,AESI.N,Atlas Energy Solutions Inc,1459270140.9,Basic Materials,9.5769021111,8.95872176927444,1055957000,59944000,-295811000.0,0.0
46,ACR.N,Acres Commercial Realty Corp,135440791.2,Real Estate,57.3751278805,51.4951189572889,199580000,29267000,-46793000.0,
47,BALY.N,Bally's Corp,683845311.76,Consumer Cyclicals,0.6375636001,9.7141032624023,2450478000,-567754000,-436382000.0,
48,KMT.N,Kennametal Inc,3016710175.28,Industrials,16.6180756885,10.9725306145752,1966845000,93125000,84381000.0,2.02071230108613
49,UEC.A,Uranium Energy Corp,7502017279.04,Energy,2.3005507924,,66837000,-87656000,-90471000.0,
0,V.N,Visa Inc,598639402828.48,Industrials,19.5106862554,20.78213484373,40000000000,20058000000,15338000000.0,0.853285787060622
1,DNLI.OQ,Denali Therapeutics Inc,2923776227.83,Healthcare,7.4764748203,,0,-422773000,-429693000.0,
2,ARDX.OQ,Ardelyx Inc,1669233482.22,Healthcare,0.7366695999,,333615000,-39136000,-38084000.0,
3,RARE.OQ,Ultragenyx Pharmaceutical Inc,1979719715.88,Healthcare,,,673000000,-575000000,,
4,SEG.N,Seaport Entertainment Group Inc,258267239.88,Consumer Cyclicals,61.647123408,,111136000,-152625000,-187085000.0,
5,SIBN.OQ,SI-BONE Inc,665187923.82,Healthcare,4.02647338,,167178000,-30913000,-37010000.0,
6,WEN.OQ,Wendy's Co,2095148000.0,Consumer Cyclicals,0.6069253281,9.4571002790996,2176891000,165075000,104430000.0,7.48663101604278
7,CASH.OQ,Pathward Financial Inc,2012052678.25,Financials,36.6725234202,6.72040396381522,,185872000,-17835000.0,0.216333153055706
8,RBLX.N,Roblox Corp,44768960988.99,Technology,0.5720376096,,4890551000,-1065057000,-1289296000.0,
9,ORA.N,Ormat Technologies Inc,7183799996.48,Utilities,40.1146141758,21.0803163311617,879654000,123733000,-122258000.0,0.406125729757171
10,BBNX.OQ,Beta Bionics Inc,613703356.14,Healthcare,1.7735457429,,65124000,-54756000,-56951000.0,
11,RYAM.N,Rayonier Advanced Materials Inc,552126086.32,Basic Materials,10.8577680073,9.02621504087424,1630308000,-38744000,-11043000.0,
12,SCI.N,Service Corporation International,11090557153.9,Consumer Non-Cyclicals,11.5694653362,12.1259335923314,4309234000,542614000,311037000.0,1.70725583730856
13,PPC.OQ,Pilgrims Pride Corp,10290555404.04,Consumer Non-Cyclicals,15.4997114903,5.62609321260951,18497553000,1082359000,-1165912000.0,
14,ELA.A,Envela Corp,333630666.6,Consumer Cyclicals,2.0110974455,22.5369912743144,180376230,6757060,4550430.0,
15,BPOP.OQ,Popular Inc,9373555882.55,Financials,92.460967953,9.28668540561958,,833159000,,2.10334431746477
16,LWAY.OQ,Lifeway Foods Inc,334728210.74,Consumer Non-Cyclicals,4.8690500372,18.3656304194651,186820000,9025000,5714000.0,
17,VIK.N,Viking Holdings Ltd,33368367217.32,Consumer Cyclicals,-0.6118676428,21.9446062132418,5333882000,152331000,-503603000.0,
18,PD.N,PagerDuty Inc,636931019.76,Technology,1.411173913,32.0937113906609,467499000,-54460000,-32410000.0,
19,SAIL.OQ,SailPoint Inc,8941082099.2,Technology,10.0753718604,,861611000,-315830000,-92163000.0,
20,AUPH.OQ,Aurinia Pharmaceuticals Inc,1876091154.57,Healthcare,2.6386545223,14.9986299289814,235133000,5752000,24371000.0,
21,TH.OQ,Target Hospitality Corp,713423653.8,Consumer Cyclicals,4.2051225717,8.78339622916455,386272000,71265000,113969000.0,
22,HIPO.N,Hippo Holdings Inc,715972158.54,Financials,14.6599724452,14.4586038806723,,-40500000,-17400000.0,
23,CRNX.OQ,Crinetics Pharmaceuticals Inc,4051881568.0,Healthcare,16.3995518859,,1039000,-298408000,-298982000.0,
24,TDG.N,TransDigm Group Inc,72662839305.21,Industrials,-166.4261168385,21.5180067236276,8831000000,2074000000,-7410000000.0,
25,OSCR.N,Oscar Health Inc,3552059280.0,Financials,3.7259630776,,,-443151000,-450383000.0,
26,OXY.N,Occidental Petroleum Corp,45388644694.38,Energy,37.4632594867,5.86808829231703,26725000000,3056000000,1124000000.0,2.08378554373779
27,NX.N,Quanex Building Products Corp,1012482336.0,Consumer Cyclicals,15.7283734026,7.33707702769035,1837641000,-250806000,-224893000.0,1.4519056261343
28,TVTX.OQ,Travere Therapeutics Inc,2489120137.14,Healthcare,0.7488636545,,233175000,-321545000,-378303000.0,
29,PTEN.OQ,Patterson-UTI Energy Inc,3074559120.0,Energy,8.3933031698,4.18758624099115,4826624000,-93635000,103328000.0,4.93827160493827
30,FSS.N,Federal Signal Corp,7326825442.73,Industrials,19.4761904762,18.3922001049877,1861500000,216300000,211700000.0,0.464768860486347
31,FTAI.OQ,FTAI Aviation Ltd,28705033061.25,Industrials,0.8013485283,32.1494321465476,1734901000,8682000,-1267616000.0,0.500268000714668
32,SFIX.OQ,Stitch Fix Inc,489826328.1,Technology,1.5761052083,,1267171000,-28739000,-17277000.0,
33,ALGT.OQ,Allegiant Travel Co,2037833994.0,Industrials,,7.39893314562228,2606579000,-44697000,,0.0
34,NTAP.OQ,NetApp Inc,20285340842.16,Technology,5.0980392157,11.4868260710233,6572000000,1186000000,837000000.0,2.03085334895528
35,BBUC.N,Brookfield Business Corp,2347361964.35338,Consumer Non-Cyclicals,-0.8087237996,11.3682151916037,8208000000,-888000000,-1439000000.0,0.732708089097304
36,SF.N,Stifel Financial Corp,12257000000.0,Financials,,23.5037333775279,6347533000,683779000,,1.14285714285714
37,ARL.N,American Realty Investors Inc,277007537.45,Real Estate,37.2598755328,106.108561871658,47318000,-14703000,-59096000.0,
38,DLTR.OQ,Dollar Tree Inc,25067432753.22,Consumer Cyclicals,18.4394993046,12.392648364726,17578500000,-3030100000,268200000.0,
39,PTLO.OQ,Portillos Inc,407023104.6,Consumer Cyclicals,6.5693384028,9.13981341042458,710554000,29517000,-25815000.0,
40,PNR.N,Pentair PLC,16588377375.6,Industrials,23.578305911,16.7316323969353,4176000000,653800000,534100000.0,1.06540396567032
41,TPH.N,Tri Pointe Homes Inc (Delaware),3917325311.95,Consumer Cyclicals,35.4917325057,9.66166661865739,4492870000,458029000,465690000.0,
42,LPLA.OQ,LPL Financial Holdings Inc,26796373858.4,Financials,67.925992298,10.6818550164886,16989479000,863024000,,0.358530026889752
43,THO.N,Thor Industries Inc,6065350240.56,Consumer Cyclicals,80.7846123184,10.1605539543065,9579490000,258559000,298681000.0,1.81200453001133
44,LAND.OQ,Gladstone Land Corp,417015861.27,Real Estate,19.1362507783,19.1344601518522,85216000,13290000,-25400000.0,5.00804289544236
45,HST.OQ,Host Hotels & Resorts Inc,13678143777.09,Real Estate,9.4131890044,11.3674241408573,5684000000,697000000,184000000.0,4.02212166918049
46,FOXA.OQ,Fox Corp,22894745351.92,Consumer Cyclicals,26.2901098901,7.79598460617466,16300000000,2263000000,2070000000.0,0.993788819875776
47,CI.N,Cigna Group,76783948160.0,Healthcare,,8.21757936705863,274900000000,,,2.14109250617623
48,UTMD.OQ,Utah Medical Products Inc,204236766.1,Healthcare,33.5218384242,8.09785798852516,40903000,13874000,12174000.0,1.93447737909516
49,GSHD.OQ,Goosehead Insurance Inc,1793947506.3,Financials,1.779981344,23.5780442719307,,30426000,43051000.0,
0,OSPN.OQ,OneSpan Inc,427424862.52,Technology,5.5365097559,5.75617696861531,243179000,57082000,56577000.0,4.27046263345196
1,USGO.OQ,US GoldMining Inc,154898185.65,Basic Materials,0.3582580102,,,-8487080,-8533330.0,
2,WBD.OQ,Warner Bros Discovery Inc,69370382328.03,Consumer Cyclicals,13.8926530612,4.97729630895107,39321000000,-11311000000,2618000000.0,
3,UE.N,Urban Edge Properties,2616107926.99,Real Estate,10.256186051,14.691079961795,471935000,93535000,25736000.0,3.75541646605681
4,WEC.N,WEC Energy Group Inc,37685189285.01,Utilities,42.38583411,15.6773211410728,,1558700000,-2513100000.0,3.29043958891096
5,OPFI.N,OppFi Inc,769490329.41,Technology,1.6268556772,6.11526626054074,525963000,7258000,78074000.0,
6,AMH.N,American Homes 4 Rent,11734368431.52,Real Estate,19.4854752027,18.0278083476275,1728697000,412426000,-996405000.0,3.88994307400379
7,FTK.N,Flotek Industries Inc,519699759.67,Basic Materials,3.8565720864,20.0268016567435,187025000,10498000,9449000.0,
8,RCKY.OQ,Rocky Brands Inc,248115976.57,Consumer Cyclicals,31.2254941509,7.69577112837581,453772000,11387000,12413000.0,1.87254605859257
9,LFCR.OQ,Lifecore Biomedical Inc,265261772.16,Healthcare,1.3622769926,,128867000,-38717000,-49747000.0,
10,GXO.N,GXO Logistics Inc,7501681120.0,Industrials,25.7873215937,10.8034158758315,13178000000,32000000,169000000.0,
11,EXPD.N,Expeditors International of Washington Inc,19634066391.5,Industrials,15.7669371312,15.8934146047569,10600515000,810073000,628170000.0,1.05119453924915
12,UHAL.N,U-Haul Holding Co,9104288124.16,Industrials,38.2406368327,9.28785105488384,5828665000,367090000,-2148752000.0,
13,INSP.N,Inspire Medical Systems Inc,1707881936.4,Healthcare,26.5982132794,28.0508238614964,911981000,145422000,120923000.0,
14,VIAV.OQ,Viavi Solutions Inc,6083225880.05,Technology,3.5065168539,40.6549284926155,1084300000,34800000,69100000.0,
15,FISV.OQ,Fiserv Inc,31926888012.32,Industrials,46.9799635701,6.70713594427567,21193000000,3480000000,4851000000.0,
16,RRBI.OQ,Red River Bancshares Inc,584660540.1,Financials,54.6873244921,13.442405312267,,42764000,,0.674915635545557
17,SFNC.OQ,Simmons First National Corp,3092133771.12,Financials,24.7463370899,,,-397553000,,3.97940074906367
18,MSFT.OQ,Microsoft Corp,2980053460780.32,Technology,46.2100094175,17.1848413997226,281724000000,101832000000,41199000000.0,0.907006877304894
19,HZO.N,MarineMax Inc,639235554.28,Consumer Cyclicals,42.4987461557,13.1735977731406,2309288000,-31631000,-42310000.0,
20,BRSL.N,Brightstar Lottery PLC,2555500000.0,Consumer Cyclicals,8.1782178218,6.43814432989691,2512000000,349000000,165000000.0,6.54275092936803
21,HAL.N,Halliburton Co,28443141796.2,Energy,12.2637749121,7.79011626417981,22184000000,1283000000,595000000.0,2.00235571260306
22,LIF.OQ,Life360 Inc,2734366608.84265,Technology,1.6570240603,131.561696936625,371484000,-4555000,113000.0,
23,SONO.OQ,Sonos Inc,1874734910.07,Technology,2.9417464231,15.3836529013508,1443276000,-61144000,-31099000.0,
24,ATEN.N,A10 Networks Inc,1480008600.0,Technology,2.9278507467,20.8557809811011,290557000,42137000,19499000.0,1.15942028985507
25,GYRE.OQ,Gyre Therapeutics Inc,728940855.62,Healthcare,0.7440982103,49.1563665050986,105757000,12085000,16319000.0,
26,MKTX.OQ,Marketaxess Holdings Inc,6667081674.88,Financials,30.9171794041,15.2434305088439,846268000,246627000,,1.73951828724353
27,DHC.OQ,Diversified Healthcare Trust,1586062601.1,Real Estate,8.1776901079,17.1661837571194,1495427000,-370255000,-298224000.0,0.610687022900763
28,FBIZ.OQ,First Business Financial Services Inc,485868943.36,Financials,,9.44515719208679,,,,2.33036326250857
29,PKBK.OQ,Parke Bancorp Inc,330473260.5,Financials,27.5142799247,4.65517631637802,,37775000,,2.52631578947368
30,WT.N,WisdomTree Inc,2302064680.0,Financials,,18.1862193729468,481740000,109133000,,0.733496332518337
31,AGCO.N,AGCO Corp,10483864787.34,Industrials,57.439516129,11.9996746139973,10082000000,726500000,672600000.0,0.825681543170332
32,PUBM.OQ,PubMatic Inc,303552805.08,Technology,5.6339381871,4.7770714084306,291256000,12504000,19276000.0,
33,FDMT.OQ,4D Molecular Therapeutics Inc,476923621.9,Healthcare,9.4655283449,,37000,-160868000,-159854000.0,
